lr,epochs,pt,best_loss,train_scores
0.001,100,0,3.6227211239747703e-06,C:\1Faculdade\4ano\Final_REPO_TCC\MosquitoQuantification_TCC\scores\AedesXOutros_IPhone7\resnet50\ValidationScores_0.001_100_0.csv
0.001,100,1,3.151996679662261e-06,C:\1Faculdade\4ano\Final_REPO_TCC\MosquitoQuantification_TCC\scores\AedesXOutros_IPhone7\resnet50\ValidationScores_0.001_100_1.csv
0.01,100,0,0.0005509625771082938,C:\1Faculdade\4ano\Final_REPO_TCC\MosquitoQuantification_TCC\scores\AedesXOutros_IPhone7\resnet50\ValidationScores_0.01_100_0.csv
0.01,100,1,0.00010318295244360343,C:\1Faculdade\4ano\Final_REPO_TCC\MosquitoQuantification_TCC\scores\AedesXOutros_IPhone7\resnet50\ValidationScores_0.01_100_1.csv
0.1,100,0,0.00028308387845754623,C:\1Faculdade\4ano\Final_REPO_TCC\MosquitoQuantification_TCC\scores\AedesXOutros_IPhone7\resnet50\ValidationScores_0.1_100_0.csv
0.1,100,1,0.0025425509084016085,C:\1Faculdade\4ano\Final_REPO_TCC\MosquitoQuantification_TCC\scores\AedesXOutros_IPhone7\resnet50\ValidationScores_0.1_100_1.csv
