score,class
0.0138,0
0.8974,1
0.6588,0
0.0118,0
0.6196,1
0.9825,1
0.9757,1
0.0145,0
0.0115,0
0.2223,0
0.9999,1
0.9986,1
0.9997,1
0.0194,0
0.0083,0
1.0,1
0.0158,0
0.0163,0
1.0,1
0.012,0
0.0095,0
1.0,1
0.9981,1
0.0117,0
1.0,1
0.0142,0
0.9981,1
0.0127,0
0.0337,0
0.0142,0
0.0147,0
0.0522,0
0.0156,0
1.0,1
0.9984,1
0.0759,0
0.4158,1
0.0879,1
1.0,1
0.9708,1
0.639,1
0.0144,0
0.0148,0
0.0147,0
0.9999,1
0.0167,0
0.0118,0
0.974,1
0.0152,0
0.0143,0
0.0147,0
0.3739,0
0.9992,1
0.962,0
0.0118,0
0.0094,0
0.0144,0
0.9997,1
1.0,1
1.0,1
1.0,1
0.009,0
0.0441,0
0.9307,1
1.0,1
0.0145,0
0.0111,0
0.9887,1
0.9896,1
1.0,1
0.0089,0
0.0116,0
0.9768,1
1.0,1
0.2165,1
0.0105,0
1.0,1
0.7025,1
0.8256,1
0.0098,0
0.0156,0
0.0117,0
1.0,1
0.9765,1
0.7994,0
1.0,1
0.0155,0
0.31,0
1.0,1
0.0149,0
0.0113,0
0.265,1
0.9655,1
0.6259,1
1.0,1
0.0152,0
1.0,1
0.0117,0
0.022,0
0.9997,1
0.0096,0
0.0098,0
0.0129,0
0.0094,0
0.0092,0
0.0172,0
0.9968,1
1.0,1
0.3063,1
0.0144,0
1.0,1
0.7928,0
0.6999,1
1.0,1
0.0201,0
0.0116,0
0.0098,0
0.0095,0
0.0103,0
0.9599,1
0.0117,0
0.0117,0
1.0,1
0.9994,1
0.0118,0
0.9931,1
0.0097,0
0.0152,0
1.0,1
1.0,1
1.0,1
1.0,1
0.0097,0
0.8105,1
1.0,1
0.1267,0
0.358,1
0.0117,0
0.051,1
0.9965,1
0.0117,0
0.9999,1
0.0092,0
0.9993,1
0.0128,0
0.0151,0
0.9977,1
0.2584,1
1.0,1
0.9982,1
0.0095,0
0.0159,0
1.0,1
0.0152,0
0.9006,1
1.0,1
0.0154,0
0.8257,1
0.0091,0
0.0145,0
1.0,1
0.0153,0
0.0087,0
0.4807,0
0.0093,0
0.0134,0
0.8103,1
0.9998,1
0.0127,0
0.0138,0
0.017,0
0.0246,0
0.0141,0
0.0197,0
1.0,1
0.9988,1
0.0095,0
0.9873,1
1.0,1
0.0092,0
1.0,1
0.0145,0
0.0431,0
0.0765,1
0.0605,0
0.0119,0
0.0668,0
0.01,0
0.0144,0
0.9999,1
0.0145,0
0.009,0
1.0,1
0.0093,0
1.0,1
0.0998,0
0.0092,0
0.9998,1
1.0,1
0.0112,0
0.3939,1
0.9874,1
0.0147,0
0.9362,1
0.029,0
0.0089,0
0.9956,1
0.9999,1
0.0142,0
0.014,0
0.0092,0
0.0132,0
0.9988,1
0.0094,0
0.0138,0
0.0118,0
0.9997,1
0.0137,0
0.0129,0
0.0152,0
0.9998,1
0.0104,0
0.4567,0
0.972,1
0.9999,1
1.0,1
0.0143,0
0.0328,0
1.0,1
1.0,1
0.0154,0
0.0149,0
0.073,1
0.0111,0
0.9597,1
0.014,0
1.0,1
0.9991,1
0.0144,0
0.996,1
0.9779,1
0.0145,0
0.0148,0
0.0116,0
1.0,1
0.1493,0
0.0095,0
1.0,1
0.9878,1
1.0,1
0.0094,0
0.0087,0
0.9992,1
0.0097,0
0.9991,1
1.0,1
0.8902,0
0.0118,0
0.9991,1
0.9591,1
1.0,1
1.0,1
0.0135,0
0.0146,0
1.0,1
0.0098,0
1.0,1
0.974,1
0.0116,0
1.0,1
0.7005,0
0.0096,0
1.0,1
0.3311,0
0.0146,0
0.9997,1
0.0115,0
0.0149,0
0.9036,1
0.0118,0
1.0,1
0.7147,1
1.0,1
0.9993,1
0.0119,0
1.0,1
0.0144,0
0.0105,0
0.0218,0
0.0118,0
0.9944,1
0.0135,0
0.0157,0
1.0,1
0.9999,1
0.0161,0
0.9568,1
0.9841,1
1.0,1
0.0393,0
1.0,1
0.0144,0
0.0153,0
0.0181,0
1.0,1
0.0153,0
0.4886,0
0.7514,1
0.0145,0
0.019,0
0.9996,1
0.0116,0
0.0147,0
1.0,1
1.0,1
0.0094,0
0.629,1
1.0,1
0.3338,0
0.0088,0
1.0,1
0.0158,0
0.014,0
0.8881,1
0.0094,0
0.0157,0
0.9998,1
0.0175,0
0.9559,1
0.0142,0
0.014,0
0.2708,1
0.0095,0
0.0094,0
0.9998,1
0.7194,1
1.0,1
0.9996,1
0.9998,1
0.9977,1
0.027,0
1.0,1
0.0191,0
0.0117,0
0.0116,0
0.0144,0
0.0092,0
0.0116,0
0.0108,0
0.1873,0
0.9819,1
0.4664,0
0.0088,0
1.0,1
0.8953,1
0.0221,0
0.0152,0
0.0147,0
0.012,0
0.9919,1
0.0098,0
0.9192,1
0.9906,1
0.0086,0
0.9999,1
0.9967,1
0.997,1
0.011,0
0.243,1
0.0393,0
0.0118,0
0.9902,1
0.985,1
0.029,1
0.8945,1
0.9997,1
0.9951,1
1.0,1
0.0094,0
0.0102,0
0.0149,0
0.0143,0
0.5218,1
0.9999,1
1.0,1
0.0095,0
0.015,0
0.0118,0
0.0088,0
0.9997,1
0.9997,1
1.0,1
0.0149,0
0.9429,1
0.0104,0
1.0,1
0.9986,1
1.0,1
0.1861,0
0.4747,0
0.4719,1
0.4732,0
0.4748,1
0.472,1
0.4719,1
0.472,0
0.4755,0
0.4719,0
0.4753,1
0.4735,0
0.4756,0
0.4719,0
0.4718,0
0.4745,0
0.4719,1
0.4743,0
0.4719,0
0.4756,1
0.4752,1
0.4733,0
0.4749,1
0.472,0
0.4753,0
0.4753,1
0.4739,1
0.4721,1
0.4759,0
0.4753,1
0.472,0
0.472,1
0.4749,1
0.4753,0
0.4734,0
0.4756,0
0.4743,0
0.4751,1
0.4719,1
0.472,1
0.4721,0
0.4733,0
0.472,0
0.4758,0
0.472,1
0.4752,0
0.4755,1
0.4722,1
0.4724,0
0.4754,1
0.4719,1
0.4764,0
0.4722,1
0.4757,0
0.4754,1
0.4719,0
0.4753,1
0.475,1
0.4752,0
0.4738,0
0.4744,1
0.4721,1
0.4744,0
0.4734,0
0.4759,0
0.4761,0
0.4754,1
0.4751,1
0.4749,1
0.4759,0
0.4746,1
0.4754,0
0.4753,1
0.475,0
0.4719,0
0.475,1
0.4744,1
0.4759,0
0.4757,0
0.472,1
0.472,1
0.4749,1
0.472,1
0.4753,1
0.4751,1
0.4733,0
0.4764,0
0.4751,0
0.4723,0
0.4757,1
0.4719,1
0.475,0
0.4753,0
0.4734,0
0.4719,0
0.4751,1
0.4721,1
0.4758,1
0.476,0
0.472,1
0.475,0
0.475,1
0.4719,0
0.472,0
0.4725,0
0.4753,1
0.4756,0
0.4734,0
0.4749,0
0.472,0
0.4745,0
0.4746,0
0.4735,1
0.472,0
0.472,1
0.4748,0
0.4742,0
0.4733,0
0.4748,1
0.472,1
0.4752,1
0.475,1
0.4719,0
0.4726,0
0.4733,0
0.4721,0
0.4758,0
0.4757,0
0.4754,0
0.4726,0
0.4754,0
0.4757,1
0.4742,0
0.4733,0
0.4721,0
0.4755,1
0.4719,0
0.4726,0
0.4753,1
0.472,1
0.4721,1
0.4723,0
0.472,0
0.4725,0
0.4758,0
0.4753,1
0.4748,0
0.4754,1
0.4718,1
0.4753,1
0.4734,0
0.4741,0
0.4719,0
0.472,0
0.472,0
0.4757,1
0.4743,0
0.4745,0
0.4739,1
0.472,0
0.4758,0
0.4756,0
0.4744,0
0.475,0
0.4754,1
0.4719,0
0.4719,1
0.4753,0
0.4734,0
0.4719,1
0.4749,0
0.472,0
0.4734,0
0.4736,0
0.475,1
0.4734,0
0.4751,1
0.4756,1
0.4752,1
0.4759,0
0.472,0
0.4719,1
0.4754,1
0.472,1
0.475,0
0.4734,0
0.472,0
0.4766,1
0.4746,1
0.475,1
0.475,0
0.472,1
0.4745,1
0.4755,0
0.4722,1
0.4759,0
0.4719,1
0.4758,1
0.472,0
0.472,1
0.4719,1
0.4734,0
0.4733,0
0.4757,0
0.472,1
0.4752,1
0.472,0
0.4719,0
0.4719,0
0.4719,1
0.4719,0
0.4751,1
0.4751,1
0.4757,0
0.4737,0
0.4753,0
0.4753,0
0.4756,0
0.4754,1
0.4719,0
0.4761,0
0.4721,0
0.4719,0
0.472,1
0.4752,0
0.4754,0
0.4756,0
0.4721,0
0.4752,1
0.472,1
0.4746,0
0.472,0
0.472,1
0.4719,1
0.4746,0
0.4719,1
0.4719,1
0.4754,0
0.472,1
0.4721,1
0.475,1
0.4734,0
0.475,1
0.4754,0
0.4754,0
0.4734,0
0.4734,0
0.4763,0
0.4761,0
0.4757,0
0.4745,0
0.4753,1
0.4722,1
0.4719,0
0.4723,0
0.4758,0
0.4751,1
0.4719,0
0.4721,1
0.4735,0
0.4756,0
0.4744,1
0.4754,1
0.4749,1
0.4718,1
0.472,0
0.472,1
0.4755,1
0.4748,1
0.4756,1
0.4743,1
0.4752,1
0.472,1
0.4742,0
0.4744,1
0.4739,0
0.4719,0
0.4759,1
0.476,0
0.4758,0
0.4752,0
0.4719,1
0.4719,1
0.4758,0
0.4745,0
0.4733,0
0.4754,0
0.4747,0
0.4754,0
0.4745,1
0.4741,1
0.4719,0
0.4751,1
0.4751,1
0.4724,0
0.4747,1
0.4752,0
0.475,0
0.4722,0
0.4719,0
0.4752,0
0.475,0
0.472,0
0.4719,0
0.4734,0
0.4741,0
0.4753,1
0.4743,1
0.4745,0
0.4744,0
0.4753,1
0.4743,0
0.4721,1
0.472,1
0.4722,1
0.472,1
0.4724,0
0.4755,0
0.4743,0
0.4756,0
0.4745,1
0.4752,1
0.475,1
0.4743,0
0.4733,0
0.4742,1
0.4724,0
0.4748,1
0.4719,0
0.4745,0
0.472,1
0.4752,0
0.472,0
0.4751,1
0.4758,1
0.472,0
0.4733,0
0.4721,1
0.4753,0
0.4734,0
0.4746,0
0.4748,1
0.4746,1
0.4753,0
0.4719,0
0.4745,1
0.4735,0
0.4723,1
0.476,0
0.4753,0
0.4719,0
0.4721,1
0.4723,0
0.472,1
0.4753,0
0.4721,1
0.476,1
0.4753,0
0.4752,0
0.472,1
0.4752,1
0.4743,1
0.472,0
0.4751,1
0.4734,0
0.4723,0
0.4721,0
0.4726,0
0.4725,0
0.4749,0
0.472,1
0.4755,0
0.4754,0
0.4757,0
0.4725,0
0.4733,0
0.4721,1
0.4745,1
0.472,0
0.4756,0
0.4735,0
0.4726,0
0.472,0
0.4721,1
0.472,1
0.4736,0
0.4745,1
0.4744,0
0.4749,1
0.4719,0
0.472,0
0.472,1
0.4755,1
0.475,0
0.4755,0
0.4755,1
0.4745,1
0.4744,1
0.4734,0
0.4721,1
0.4751,1
0.472,0
0.4747,0
0.4754,1
0.4738,0
0.4756,1
0.4718,1
0.4734,0
0.472,0
0.472,1
0.472,0
0.4746,1
0.4719,1
0.4757,0
0.4721,1
0.4723,1
0.4754,0
0.4718,1
0.4721,1
0.4721,1
0.4718,0
0.4754,1
0.4756,0
0.4758,1
0.4748,1
0.4745,0
0.4749,1
0.4719,0
0.472,1
0.4753,1
0.4747,1
0.4719,1
0.4721,1
0.4751,0
0.4744,1
0.4722,0
0.4733,0
0.4752,0
0.4735,0
0.4752,0
0.4769,0
0.4719,1
0.4753,0
0.4751,1
0.472,1
0.4725,0
0.472,1
0.4745,0
0.4721,0
0.4753,1
0.4719,1
0.4751,0
0.4725,0
0.4754,1
0.4721,0
0.4751,1
0.4733,0
0.4754,1
0.4752,1
0.4751,0
0.4753,0
0.4719,1
0.472,1
0.4743,1
0.4754,0
0.475,1
0.4747,0
0.4758,0
0.4731,0
0.4741,1
0.4721,0
0.4731,0
0.4718,0
0.476,0
0.4734,0
0.4746,1
0.4757,0
0.4748,1
0.4743,0
0.4745,0
0.472,0
0.4721,1
0.4749,1
0.4743,1
0.4756,0
0.4719,1
0.4754,1
0.4756,1
0.4747,1
0.4738,1
0.4719,0
0.472,0
0.4741,1
0.4725,0
0.4751,1
0.4752,0
0.4754,0
0.4749,1
0.4754,1
0.4718,1
0.472,0
0.4764,0
0.4734,1
0.4719,0
0.4722,0
0.4744,1
0.4719,0
0.4754,0
0.4754,1
0.4752,1
0.4719,1
0.4719,0
0.4754,0
0.4754,0
0.4718,0
0.4718,1
0.4721,1
0.4721,1
0.4743,1
0.4744,0
0.472,0
0.4733,0
0.4719,1
0.4721,0
0.4726,0
0.4749,1
0.4751,0
0.4756,0
0.472,0
0.4746,1
0.4743,0
0.4746,1
0.4769,0
0.4752,0
0.4719,0
0.4733,0
0.4723,0
0.4719,1
0.4764,1
0.4718,0
0.4721,1
0.4761,0
0.475,1
0.4734,0
0.4719,0
0.4742,1
0.4719,1
0.472,0
0.4753,1
0.4747,1
0.472,1
0.4719,1
0.472,1
0.4718,0
0.4719,0
0.476,0
0.4751,0
0.4734,0
0.4733,0
0.4718,0
0.4749,0
0.4719,0
0.4743,0
0.4745,0
0.4747,1
0.4749,0
