score,class
0.4208,0
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,1
0.4208,0
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,1
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.4208,1
0.4208,0
0.4208,1
0.4208,1
0.4208,0
0.4208,0
0.4208,1
0.4208,0
0.4208,0
0.4208,0
0.4208,0
0.4208,1
0.5163,0
0.5163,1
0.5163,0
0.5163,0
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,1
0.5163,1
0.5163,1
0.5163,1
0.5163,1
0.5163,1
0.5163,0
0.5163,1
0.5163,0
0.5163,1
0.5163,0
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,0
0.5163,1
0.5163,1
0.5163,1
0.5163,1
0.5163,1
0.5163,1
0.5163,1
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,1
0.5163,0
0.5163,1
0.5163,0
0.5163,1
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,1
0.5163,1
0.5163,0
0.5163,1
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,1
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,0
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,0
0.5163,1
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,0
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,1
0.5163,1
0.5163,0
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,1
0.5163,0
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,0
0.5163,0
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,1
0.5163,0
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,1
0.5163,0
0.5163,1
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,1
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,0
0.5163,1
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,1
0.5163,0
0.5163,1
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,1
0.5163,0
0.5163,1
0.5163,0
0.5163,1
0.5163,0
0.5163,1
0.5163,0
0.5163,0
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,1
0.5163,1
0.5163,0
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,1
0.5163,1
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,1
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,0
0.5163,1
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,1
0.5163,1
0.5163,1
0.5163,1
0.5163,1
0.5163,1
0.5163,0
0.5163,1
0.5163,0
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,0
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,1
0.5163,1
0.5163,1
0.5163,0
0.5163,1
0.5163,0
0.5163,1
0.5163,0
0.5163,1
0.5163,0
0.5163,0
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,1
0.5163,0
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,1
0.5163,1
0.5163,0
0.5163,1
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,1
0.5163,0
0.5163,0
0.5163,0
0.5163,1
0.5163,0
