score,class
0.0,1
0.0,0
0.0,1
0.0,1
0.0,0
0.0,1
0.0,0
0.0,1
0.0,0
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,0
0.0,0
0.0,1
0.0,1
0.0,0
0.0,0
0.0,0
0.0,1
0.0,1
0.0,1
0.0,1
0.0,0
0.0,0
0.0,0
0.0,1
0.0,1
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,1
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,1
0.0,0
0.0,1
0.0,0
0.0,0
0.0,1
0.0,1
0.0,1
0.0,0
0.0,0
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,0
0.0,0
0.0,1
0.0,1
0.0,0
0.0,0
0.0,1
0.0,0
0.0,0
0.0,0
0.0,0
0.0,1
0.0,0
0.0,0
0.0,1
0.0,0
0.0,1
0.0,0
0.0,1
0.0,1
0.0,0
0.0,1
0.0,1
0.0,0
0.0,1
0.0,0
0.0,0
0.0,1
0.0,1
0.0,0
0.0,0
0.0,0
0.0,1
0.0,0
0.0,1
0.0,1
0.0,0
0.0,0
0.0,1
0.0,1
0.0,0
0.0,1
0.0,0
0.0,1
0.0,0
0.0,1
0.0,0
0.0,1
0.0,0
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,0
0.0,1
0.0,0
0.0,1
0.0,1
0.0,0
0.0,1
0.0,0
0.0,0
0.0,1
0.0,0
0.0,0
0.0,1
0.0,1
0.0,1
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,1
0.0,0
0.0,0
0.0,1
0.0,1
0.0,1
0.0,0
0.0,1
0.0,0
0.0,1
0.0,0
0.0,1
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,1
0.0,1
0.0,0
0.0,1
0.0,0
0.0,0
0.0,1
0.0,0
0.0,1
0.0,0
0.0,0
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,0
0.0,1
0.0,1
0.0,1
0.0,0
0.0,1
0.0,1
0.0,1
0.0,0
0.0,0
0.0,1
0.0,0
0.0,0
0.0,1
0.0,0
0.0,0
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,0
0.0,1
0.0,1
0.0,0
0.0,1
0.0,1
0.0,0
0.0,1
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,1
0.003,1
0.0049,0
0.0069,1
0.0046,0
0.0049,0
0.0048,0
0.0048,0
0.007,1
0.0034,1
0.0071,1
0.0073,0
0.0034,1
0.0065,1
0.0033,0
0.0066,0
0.007,0
0.0068,1
0.0048,0
0.0047,0
0.0015,0
0.0076,0
0.007,1
0.0067,0
0.0067,1
0.007,0
0.0036,0
0.0071,0
0.0065,0
0.0052,1
0.0047,0
0.0033,0
0.0033,1
0.007,1
0.0047,0
0.0033,0
0.0042,0
0.0032,0
0.0051,1
0.0064,1
0.0068,0
0.0034,1
0.0037,0
0.0035,1
0.0032,1
0.0064,0
0.0034,1
0.0034,1
0.0048,0
0.007,0
0.0052,1
0.0077,0
0.0048,0
0.0063,1
0.007,1
0.0032,0
0.0035,1
0.0032,1
0.0047,0
0.0033,1
0.006,0
0.0034,1
0.0032,1
0.004,1
0.0032,1
0.0068,0
0.0036,0
0.0036,1
0.0033,0
0.0032,1
0.0066,1
0.007,0
0.0048,0
0.0069,0
0.0034,1
0.0073,0
0.0032,0
0.0047,0
0.0072,0
0.0064,1
0.0034,1
0.0065,1
0.0059,1
0.0047,0
0.0033,1
0.0064,0
0.0066,1
0.007,1
0.0066,0
0.0044,0
0.0035,1
0.0047,0
0.0051,1
0.0036,0
0.0033,0
0.0062,1
0.0049,0
0.0065,0
0.0081,1
0.0034,1
0.0032,0
0.0068,0
0.0047,0
0.0032,0
0.0033,0
0.0035,1
0.0048,0
0.0036,0
0.0014,0
0.0035,1
0.0033,1
0.007,1
0.0067,1
0.0069,0
0.0067,1
0.0074,1
0.0051,1
0.006,1
0.0029,0
0.0041,0
0.0062,0
0.0047,0
0.0048,0
0.0032,0
0.0068,1
0.0033,0
0.0048,0
0.0034,1
0.0033,0
0.0032,0
0.0033,0
0.0056,0
0.0071,0
0.007,1
0.0035,1
0.0036,0
0.0061,1
0.0044,0
0.0065,0
0.0053,1
0.0072,0
0.0069,0
0.0072,1
0.0033,1
0.0049,1
0.0045,0
0.0037,0
0.006,1
0.0049,0
0.0069,0
0.0057,1
0.0031,1
0.0032,0
0.0048,0
0.0048,0
0.0034,1
0.0032,0
0.0075,1
0.0047,0
0.006,1
0.0036,0
0.0067,1
0.0047,0
0.0047,0
0.0066,0
0.0068,1
0.0033,0
0.0072,0
0.0033,0
0.0034,1
0.0036,0
0.0036,0
0.0067,0
0.0074,0
0.0032,1
0.0034,1
0.0032,0
0.0034,1
0.0036,0
0.0048,0
0.0075,1
0.0053,1
0.0057,0
0.0066,0
0.0036,1
0.0067,1
0.0034,1
0.0031,1
0.0033,0
0.0036,0
0.0063,0
0.0037,0
0.0033,0
0.0079,1
0.0048,0
0.0032,1
0.0064,0
0.0034,1
0.0045,0
0.0059,1
0.0059,0
0.0047,0
0.0032,0
0.007,0
0.0063,1
0.007,1
0.0052,1
0.0032,1
0.0032,1
0.0034,1
0.0036,0
0.0033,1
0.0036,0
0.0034,1
0.0067,1
0.0026,1
0.0033,0
0.0072,0
0.007,1
0.0047,0
0.0032,1
0.0031,1
0.0054,1
0.0063,1
0.0047,0
0.0063,1
0.0036,0
0.0069,0
0.0048,0
0.0072,0
0.0068,1
0.0069,0
0.0066,1
0.0074,0
0.0047,0
0.0065,0
0.0035,1
0.0048,0
0.0048,0
0.0047,0
0.0061,1
0.0048,0
0.0033,0
0.007,0
0.0032,0
0.0058,0
0.0033,0
0.0062,0
0.0067,0
0.007,1
0.0034,1
0.0069,1
0.0034,1
0.0072,0
0.0047,0
0.0045,0
0.0069,1
0.0064,1
0.0032,0
0.0047,0
0.0056,0
0.0064,1
0.0033,0
0.0033,1
0.0062,0
0.005,1
0.0034,1
0.0067,0
0.0033,0
0.0049,0
0.0033,0
0.0052,1
0.0031,1
0.0048,0
0.0076,1
0.0063,0
0.0068,1
0.0047,0
0.0036,0
0.0068,0
0.0037,0
0.0047,0
0.0036,0
0.0034,1
0.0068,1
0.0047,0
0.0062,1
0.0046,0
0.0069,0
0.0069,1
0.0048,0
0.0062,1
0.0048,0
0.0051,1
0.0032,1
0.005,1
0.0032,1
0.0036,0
0.0075,0
0.0037,0
0.0034,1
0.0032,1
0.0037,0
0.0032,1
0.0033,0
0.0066,1
0.0062,1
0.0033,0
0.0035,1
0.0047,0
0.0051,1
0.0051,1
0.007,0
0.0047,0
0.0047,0
0.0067,0
0.0041,0
0.0036,0
0.0048,0
0.0033,1
0.0071,1
0.0073,0
0.0048,0
0.0044,0
0.0047,0
0.0075,0
0.0046,0
0.0032,0
0.0037,0
0.0036,0
0.0074,0
0.0037,0
0.0034,1
0.0037,0
0.0067,1
0.0065,0
0.0069,1
0.007,1
0.0037,0
0.0066,1
0.003,1
0.0071,0
0.0076,0
0.0044,0
0.0032,1
0.0051,1
0.0061,0
0.0032,0
0.0067,0
0.0053,1
0.0048,0
0.0037,0
0.0066,1
0.0033,0
0.0068,1
0.006,1
0.0045,0
0.0052,1
0.0036,0
0.007,0
0.0051,1
0.0048,0
0.0065,0
0.0048,0
0.0053,1
0.002,0
0.0034,1
0.0055,0
0.0034,1
0.0072,0
0.0045,0
0.0048,0
0.0036,0
0.0037,0
0.0034,1
0.0067,1
0.0033,0
0.0033,0
0.0037,0
0.0064,1
0.0049,0
0.0068,0
0.0063,0
0.0063,0
0.0032,1
0.0048,0
0.0047,0
0.0067,1
0.0032,0
0.0034,1
0.007,0
0.0064,0
0.0034,1
0.0032,0
0.0036,0
0.007,1
0.0067,0
0.0034,1
0.003,1
0.0034,1
0.0052,1
0.0051,1
0.0073,0
0.0056,1
0.0033,0
0.0037,0
0.0032,1
0.0036,0
0.0067,0
0.0049,0
0.0037,0
0.0047,0
0.0033,1
0.0031,1
0.0067,1
0.0065,1
0.0036,0
0.0032,1
0.0054,1
0.0033,1
0.0059,1
0.0063,1
0.0035,1
0.0047,0
0.0063,0
0.007,0
0.0074,0
0.0067,0
0.0032,1
0.0069,1
0.0062,1
0.0048,0
0.0034,1
0.0051,1
0.0032,0
0.0054,1
0.0057,1
0.004,1
0.0064,1
0.0036,0
0.0068,0
0.0064,0
0.0047,0
0.0048,0
0.0061,0
0.0035,1
0.0047,0
0.0037,0
0.0047,0
0.0032,1
0.0065,1
0.0032,1
0.0056,0
0.0042,0
0.0032,1
0.0037,0
0.0033,0
0.0047,0
0.0071,0
0.0057,1
0.0069,1
0.0074,1
0.0063,1
0.0044,0
0.0048,0
0.0069,0
0.007,0
0.0048,0
0.0034,1
0.0056,0
0.0032,1
0.0048,0
0.0036,0
0.0068,0
0.0036,0
0.0067,1
0.0034,1
0.0066,0
0.0066,1
0.0035,1
0.0037,0
0.0074,1
0.0048,0
0.007,1
0.0036,0
0.0025,0
0.0051,1
0.0032,1
0.007,1
0.0035,1
0.0032,0
0.0052,1
0.0033,1
0.0034,1
0.0049,1
0.0053,1
0.0065,1
0.0032,0
0.0069,0
0.0064,0
0.0067,0
0.0054,1
0.0036,0
0.0053,1
0.0049,1
0.0031,1
0.0052,1
0.0048,0
0.0071,0
0.0047,0
0.0072,1
0.0034,1
0.0068,0
0.0036,0
0.0034,1
0.0037,0
0.0048,0
0.0066,0
0.0032,1
0.0036,0
0.0033,0
0.0073,0
0.004,0
0.0047,0
0.0068,0
0.0036,0
0.0037,0
0.0036,0
0.0047,0
0.0037,0
0.0031,1
0.0033,1
0.0067,1
0.0066,1
0.0035,1
0.0071,0
0.0069,0
0.0049,0
0.0049,0
0.0034,1
0.0033,0
0.0032,1
0.0068,0
0.0069,1
0.0066,0
0.0068,0
0.006,1
0.0034,1
0.0043,0
0.0032,1
0.0067,1
0.0034,1
0.0064,0
0.0074,0
0.0052,1
0.0032,0
0.0052,1
0.0031,0
0.0034,1
0.0052,1
0.0069,0
0.0034,1
0.0034,1
0.0061,0
0.0031,1
0.0075,0
